sample,prediction,p_left_raw,p_right_raw,name,score_total,mean_score,n_preds
16959,right_hand,0.4606132209300995,0.5393868088722229,ScorePonderado,0.16818878054618835,0.13875047564506532,5
17023,right_hand,0.555126965045929,0.44487300515174866,ScorePonderado,0.17903494834899902,0.13658124208450317,5
17087,left_hand,0.7577234506607056,0.24227654933929443,ScorePonderado,-0.19473028182983398,0.21133428812026978,5
17151,left_hand,0.7616623044013977,0.2383376806974411,ScorePonderado,-0.8062495440244675,0.29836028516292573,5
17215,left_hand,0.6489173769950867,0.3510826826095581,ScorePonderado,-1.3680865913629532,0.30512675344944,5
17279,left_hand,0.6221890449523926,0.37781089544296265,ScorePonderado,-1.6912383288145065,0.33824766576290133,5
17343,left_hand,0.5668345093727112,0.43316546082496643,ScorePonderado,-1.714653417468071,0.3429306834936142,5
17407,left_hand,0.3077125549316406,0.6922875046730042,ScorePonderado,-0.8146315664052963,0.3167562931776047,5
17471,right_hand,0.15021847188472748,0.8497815132141113,ScorePonderado,0.40825609862804413,0.3520039767026901,5
17535,right_hand,0.12878787517547607,0.8712121248245239,ScorePonderado,1.4485150426626205,0.440921887755394,5
17599,right_hand,0.29483431577682495,0.705165684223175,ScorePonderado,2.1032245606184006,0.474112531542778,5
17663,right_hand,0.26679086685180664,0.7332091331481934,ScorePonderado,2.703311875462532,0.5406623750925064,5
17727,right_hand,0.2720097005367279,0.7279902696609497,ScorePonderado,2.7747174948453903,0.554943498969078,5
17791,right_hand,0.5870130658149719,0.41298696398735046,ScorePonderado,1.901128351688385,0.44983611106872556,5
17855,right_hand,0.6724277138710022,0.3275723159313202,ScorePonderado,0.8138487040996552,0.37032234072685244,5
17919,right_hand,0.6299405097961426,0.3700595200061798,ScorePonderado,0.14363634586334229,0.34023226499557496,5
17983,left_hand,0.7528640031814575,0.24713601171970367,ScorePonderado,-0.8285099118947983,0.3480942100286484,5
18047,left_hand,0.6928314566612244,0.30716848373413086,ScorePonderado,-1.6701534539461136,0.3340306907892227,5
18111,left_hand,0.7198262810707092,0.28017374873161316,ScorePonderado,-1.9357798844575882,0.38715597689151765,5
18175,left_hand,0.7118423581123352,0.28815770149230957,ScorePonderado,-2.014609143137932,0.40292182862758635,5
18239,left_hand,0.8097358345985413,0.19026418030261993,ScorePonderado,-2.3741998076438904,0.47483996152877805,5
18303,left_hand,0.8781178593635559,0.12188216298818588,ScorePonderado,-2.6247075125575066,0.5249415025115013,5
18367,left_hand,0.9510018825531006,0.04899805784225464,ScorePonderado,-3.141048364341259,0.6282096728682518,5
18431,left_hand,0.9836829304695129,0.016317099332809448,ScorePonderado,-3.6687616631388664,0.7337523326277733,5
18495,left_hand,0.9850249886512756,0.01497501228004694,ScorePonderado,-4.2151269828900695,0.8430253965780139,5
18559,left_hand,0.9870426654815674,0.012957402504980564,ScorePonderado,-4.569740591570735,0.913948118314147,5
18623,left_hand,0.9869545102119446,0.01304550375789404,ScorePonderado,-4.7874139016494155,0.9574827803298831,5
18687,left_hand,0.9865177273750305,0.013482201844453812,ScorePonderado,-4.858445602469146,0.9716891204938293,5
18751,left_hand,0.9844784736633301,0.015521585009992123,ScorePonderado,-4.860036659985781,0.9720073319971562,5
18815,left_hand,0.9840160608291626,0.015983980149030685,ScorePonderado,-4.858018764294684,0.9716037528589367,5
18879,left_hand,0.9832006692886353,0.01679934561252594,ScorePonderado,-4.850334824994206,0.9700669649988413,5
18943,left_hand,0.983173668384552,0.016826270148158073,ScorePonderado,-4.84277321677655,0.9685546433553099,5
19007,left_hand,0.9840696454048157,0.01593036949634552,ScorePonderado,-4.837876967154443,0.9675753934308886,5
19071,left_hand,0.9781284928321838,0.021871544420719147,ScorePonderado,-4.82517702691257,0.965035405382514,5
19135,left_hand,0.9780368208885193,0.02196323685348034,ScorePonderado,-4.813218530267477,0.9626437060534954,5
19199,left_hand,0.9661058187484741,0.03389420732855797,ScorePonderado,-4.779028818011284,0.9558057636022568,5
19263,left_hand,0.9379419684410095,0.06205803155899048,ScorePonderado,-4.688565356656909,0.9377130713313818,5
19327,left_hand,0.8864547610282898,0.1135452389717102,ScorePonderado,-4.493335602805018,0.8986671205610037,5
19391,left_hand,0.8462094664573669,0.15379050374031067,ScorePonderado,-4.22949761711061,0.845899523422122,5
19455,left_hand,0.765258252620697,0.2347416877746582,ScorePonderado,-3.80394059792161,0.760788119584322,5
19519,left_hand,0.7137774229049683,0.28622257709503174,ScorePonderado,-3.2992838323116302,0.659856766462326,5
19583,left_hand,0.547354519367218,0.4526454508304596,ScorePonderado,-2.5181089639663696,0.5036217927932739,5
19647,left_hand,0.8797473907470703,0.1202525869011879,ScorePonderado,-2.5046942457556725,0.5009388491511345,5
19711,left_hand,0.8766666054725647,0.12333343178033829,ScorePonderado,-2.5656084567308426,0.5131216913461685,5
19775,left_hand,0.8860835433006287,0.11391641199588776,ScorePonderado,-2.8072590231895447,0.5614518046379089,5
19839,left_hand,0.8971048593521118,0.10289513319730759,ScorePonderado,-3.1739139035344124,0.6347827807068824,5
19903,left_hand,0.9090176820755005,0.09098229557275772,ScorePonderado,-3.8972402215003967,0.7794480443000793,5
19967,left_hand,0.9414870142936707,0.058512989431619644,ScorePonderado,-4.020719442516565,0.8041438885033131,5
20031,left_hand,0.9219257831573486,0.07807426899671555,ScorePonderado,-4.111237782984972,0.8222475565969944,5
20095,left_hand,0.9695357084274292,0.030464356765151024,ScorePonderado,-4.278142003342509,0.8556284006685019,5
20159,left_hand,0.9882825016975403,0.011717456392943859,ScorePonderado,-4.4604973224923015,0.8920994644984603,5
20223,left_hand,0.9860240817070007,0.013975868932902813,ScorePonderado,-4.614510148763657,0.9229020297527313,5
20287,left_hand,0.9747890830039978,0.02521088905632496,ScorePonderado,-4.6811143178492785,0.9362228635698557,5
20351,left_hand,0.9512106776237488,0.0487893745303154,ScorePonderado,-4.739684106782079,0.9479368213564158,5
20415,left_hand,0.8224955201148987,0.1775044947862625,ScorePonderado,-4.445603780448437,0.8891207560896873,5
20479,left_hand,0.7930202484130859,0.20697978138923645,ScorePonderado,-4.05507920216769,0.8110158404335379,5
20543,left_hand,0.6634150147438049,0.3365849554538727,ScorePonderado,-3.409861048683524,0.6819722097367048,5
20607,left_hand,0.6245388984680176,0.37546104192733765,ScorePonderado,-2.709360711276531,0.5418721422553062,5
