sample,prediction,p_left_raw,p_right_raw,name ,integrator,threshold
16191,right_hand,0.46734046936035156,0.5326595306396484,IntegradorFuga,1.0380357503890991,1.0
16255,,0.5632147789001465,0.43678519129753113,IntegradorFuga,0.6360053718090057,1.0
16319,,0.5843148827552795,0.41568514704704285,IntegradorFuga,0.7863358199596404,1.0
16383,,0.6268582940101624,0.37314173579216003,IntegradorFuga,0.385895150899887,1.0
16447,,0.6110691428184509,0.3889308571815491,IntegradorFuga,-0.4196999549865723,1.0
16511,left_hand,0.5457265973091125,0.45427337288856506,IntegradorFuga,-1.1820673465728762,1.0
16575,,0.503101110458374,0.496898889541626,IntegradorFuga,-0.7421400249004364,1.0
16639,left_hand,0.5438923835754395,0.45610764622688293,IntegradorFuga,-1.3034350514411925,1.0
16703,,0.5605500340461731,0.43944990634918213,IntegradorFuga,-0.5286785960197449,1.0
16767,,0.5708408355712891,0.42915916442871094,IntegradorFuga,-0.876900577545166,1.0
16831,left_hand,0.45590266585350037,0.5440973043441772,IntegradorFuga,-1.0454746961593628,1.0
16895,,0.36799880862236023,0.6320011615753174,IntegradorFuga,0.0016304552555084229,1.0
16959,,0.4606132209300995,0.5393868088722229,IntegradorFuga,0.16818878054618835,1.0
17023,,0.555126965045929,0.44487300515174866,IntegradorFuga,0.2472237288951874,1.0
17087,,0.7577234506607056,0.24227654933929443,IntegradorFuga,-0.04750655293464656,1.0
17151,,0.7616623044013977,0.2383376806974411,IntegradorFuga,-0.8062495440244675,1.0
17215,left_hand,0.6489173769950867,0.3510826826095581,IntegradorFuga,-2.0743361353874206,1.0
17279,left_hand,0.6221890449523926,0.37781089544296265,IntegradorFuga,-1.6912383288145065,1.0
17343,left_hand,0.5668345093727112,0.43316546082496643,IntegradorFuga,-1.714653417468071,1.0
17407,,0.3077125549316406,0.6922875046730042,IntegradorFuga,-0.8146315664052963,1.0
17471,,0.15021847188472748,0.8497815132141113,IntegradorFuga,-0.3063754677772521,1.0
17535,right_hand,0.12878787517547607,0.8712121248245239,IntegradorFuga,1.2421395748853685,1.0
17599,right_hand,0.29483431577682495,0.705165684223175,IntegradorFuga,2.1032245606184006,1.0
17663,right_hand,0.26679086685180664,0.7332091331481934,IntegradorFuga,2.703311875462532,1.0
17727,right_hand,0.2720097005367279,0.7279902696609497,IntegradorFuga,2.7747174948453903,1.0
17791,right_hand,0.5870130658149719,0.41298696398735046,IntegradorFuga,1.901128351688385,1.0
17855,,0.6724277138710022,0.3275723159313202,IntegradorFuga,0.8138487040996552,1.0
17919,,0.6299405097961426,0.3700595200061798,IntegradorFuga,0.8574850499629973,1.0
17983,,0.7528640031814575,0.24713601171970367,IntegradorFuga,-0.07102486193180102,1.0
18047,left_hand,0.6928314566612244,0.30716848373413086,IntegradorFuga,-1.6701534539461136,1.0
18111,left_hand,0.7198262810707092,0.28017374873161316,IntegradorFuga,-1.9357798844575882,1.0
18175,left_hand,0.7118423581123352,0.28815770149230957,IntegradorFuga,-2.014609143137932,1.0
18239,left_hand,0.8097358345985413,0.19026418030261993,IntegradorFuga,-2.3741998076438904,1.0
18303,left_hand,0.8781178593635559,0.12188216298818588,IntegradorFuga,-2.6247075125575066,1.0
18367,left_hand,0.9510018825531006,0.04899805784225464,IntegradorFuga,-3.141048364341259,1.0
18431,left_hand,0.9836829304695129,0.016317099332809448,IntegradorFuga,-3.6687616631388664,1.0
18495,left_hand,0.9850249886512756,0.01497501228004694,IntegradorFuga,-4.2151269828900695,1.0
18559,left_hand,0.9870426654815674,0.012957402504980564,IntegradorFuga,-4.569740591570735,1.0
18623,left_hand,0.9869545102119446,0.01304550375789404,IntegradorFuga,-4.7874139016494155,1.0
18687,left_hand,0.9865177273750305,0.013482201844453812,IntegradorFuga,-4.858445602469146,1.0
18751,left_hand,0.9844784736633301,0.015521585009992123,IntegradorFuga,-4.860036659985781,1.0
18815,left_hand,0.9840160608291626,0.015983980149030685,IntegradorFuga,-4.858018764294684,1.0
18879,left_hand,0.9832006692886353,0.01679934561252594,IntegradorFuga,-4.850334824994206,1.0
18943,left_hand,0.983173668384552,0.016826270148158073,IntegradorFuga,-4.84277321677655,1.0
19007,left_hand,0.9840696454048157,0.01593036949634552,IntegradorFuga,-4.837876967154443,1.0
19071,left_hand,0.9781284928321838,0.021871544420719147,IntegradorFuga,-4.82517702691257,1.0
19135,left_hand,0.9780368208885193,0.02196323685348034,IntegradorFuga,-4.813218530267477,1.0
19199,left_hand,0.9661058187484741,0.03389420732855797,IntegradorFuga,-4.779028818011284,1.0
19263,left_hand,0.9379419684410095,0.06205803155899048,IntegradorFuga,-4.688565356656909,1.0
19327,left_hand,0.8864547610282898,0.1135452389717102,IntegradorFuga,-4.493335602805018,1.0
