sample,prediction,p_left_raw,p_right_raw,name,p_left_smooth,p_right_smooth,alpha,threshold
3960,left_hand,0.9995617270469666,0.0004382100887596607,ExponentialSmoothing,0.9995617270469666,0.0004382100887596607,0.85,0.75
3985,left_hand,0.9995951056480408,0.0004048649570904672,ExponentialSmoothing,0.9995667338371277,0.0004332083190092817,0.85,0.75
4035,left_hand,0.9994458556175232,0.0005541389109566808,ExponentialSmoothing,0.9995486021041871,0.00045134790780139157,0.85,0.75
4060,left_hand,0.9993342757225037,0.0006656531477347016,ExponentialSmoothing,0.9995164531469346,0.0004834936937913881,0.85,0.75
4085,left_hand,0.999480664730072,0.0005193083197809756,ExponentialSmoothing,0.9995110848844051,0.0004888658876898262,0.85,0.75
4135,left_hand,0.9995046854019165,0.0004953177412971854,ExponentialSmoothing,0.9995101249620318,0.0004898336657309301,0.85,0.75
4160,left_hand,0.9993987083435059,0.0006013208185322583,ExponentialSmoothing,0.9994934124692529,0.0005065567386511293,0.85,0.75
4210,left_hand,0.9993947744369507,0.0006051844684407115,ExponentialSmoothing,0.9994786167644076,0.0005213508981195666,0.85,0.75
4235,left_hand,0.9995871186256409,0.00041293626418337226,ExponentialSmoothing,0.9994948920435927,0.0005050887030291375,0.85,0.75
4285,left_hand,0.999683141708374,0.00031689731986261904,ExponentialSmoothing,0.9995231294933098,0.0004768599955541597,0.85,0.75
4310,left_hand,0.9997329115867615,0.0002671359688974917,ExponentialSmoothing,0.9995545968073275,0.00044540139155565953,0.85,0.75
4360,left_hand,0.9996185302734375,0.0003814769734162837,ExponentialSmoothing,0.999564186827244,0.0004358127288347531,0.85,0.75
4385,left_hand,0.9996417760848999,0.0003582509816624224,ExponentialSmoothing,0.9995758252158924,0.0004241784667589035,0.85,0.75
4435,left_hand,0.9994931221008301,0.0005069098551757634,ExponentialSmoothing,0.999563419748633,0.0004365881750214325,0.85,0.75
4460,left_hand,0.999528169631958,0.0004718121199402958,ExponentialSmoothing,0.9995581322311318,0.00044187176675926197,0.85,0.75
4485,left_hand,0.9993880987167358,0.0006119249737821519,ExponentialSmoothing,0.9995326272039724,0.0004673797478126955,0.85,0.75
4510,left_hand,0.998822033405304,0.0011779884807765484,ExponentialSmoothing,0.9994260381341722,0.0005739710577572734,0.85,0.75
