sample,prediction,p_left_raw,p_right_raw,name,mean_left,mean_right,n_preds
27263,left_hand,0.992887556552887,0.007112452294677496,MediaProbabilidades,0.9929292798042297,0.007070734445005655,5
27327,left_hand,0.9910270571708679,0.008972954005002975,MediaProbabilidades,0.992460298538208,0.007539721205830574,5
27391,left_hand,0.9869179129600525,0.013082102872431278,MediaProbabilidades,0.9912663221359252,0.008733698539435864,5
27455,left_hand,0.9806309938430786,0.01936900056898594,MediaProbabilidades,0.9888238310813904,0.011176182795315981,5
27519,left_hand,0.9631173610687256,0.03688265383243561,MediaProbabilidades,0.9829161763191223,0.01708383271470666,5
27583,left_hand,0.8693230748176575,0.13067695498466492,MediaProbabilidades,0.9582032799720764,0.041796733252704145,5
27647,left_hand,0.8004440665245056,0.1995559185743332,MediaProbabilidades,0.920086681842804,0.07991332616657018,5
27711,left_hand,0.7698348164558411,0.2301652580499649,MediaProbabilidades,0.8766700625419617,0.12332995720207691,5
27775,left_hand,0.7186647653579712,0.2813352644443512,MediaProbabilidades,0.8242768168449401,0.17572320997714996,5
27839,left_hand,0.5075682401657104,0.49243175983428955,MediaProbabilidades,0.7331669926643372,0.2668330311775208,5
