prediction,sample,delay
right_hand,3839,0.4564648000005036
right_hand,3903,0.20526179999978922
right_hand,3903,0.21925069999997504
right_hand,3903,0.2336582999996608
right_hand,3967,0.10900330000004033
right_hand,3967,0.26832349999949656
left_hand,4031,0.1588976000002731
left_hand,4095,0.06355919999987236
right_hand,4095,0.20604530000036902
right_hand,4159,0.09331089999977848
right_hand,4159,0.24025299999993877
left_hand,4223,0.14143300000068848
left_hand,4287,0.03201420000004873
left_hand,4287,0.18990759999996953
right_hand,4351,0.07939710000027844
left_hand,4351,0.23756020000018907
left_hand,4415,0.12806490000002668
right_hand,4479,0.030402999999751046
right_hand,4479,0.17646499999955267
left_hand,4543,0.045695400000113295
left_hand,4543,0.20923140000013518
left_hand,4607,0.11526489999960177
right_hand,4607,0.32906180000009044
left_hand,4671,0.1421758000005866
left_hand,4735,0.04740419999961887
left_hand,4735,0.20092039999963163
right_hand,4799,0.10719369999969786
left_hand,4799,0.24055500000031316
left_hand,4863,0.14729950000037206
left_hand,4927,0.03530690000025061
left_hand,4927,0.20522859999982757
left_hand,4991,0.06392890000006446
left_hand,4991,0.20860500000071625
left_hand,5055,0.11445090000052005
left_hand,5055,0.2541932000003726
left_hand,5119,0.16066099999989092
left_hand,5183,0.05156630000055884
left_hand,5183,0.20360059999984514
left_hand,5247,0.11334420000002865
left_hand,5247,0.25367330000062793
left_hand,5311,0.12624110000069777
left_hand,5375,0.034674700000323355
left_hand,5375,0.1777596000001722
left_hand,5439,0.18469329999970796
left_hand,5439,0.2251578999994308
left_hand,5503,0.128069599999435
left_hand,5503,0.28459339999972144
left_hand,5567,0.18829299999924842
left_hand,5631,0.06540849999964848
right_hand,5631,0.22459859999980836
left_hand,5695,0.18994279999969876
left_hand,5695,0.2561753999998473
right_hand,5759,0.15951659999973344
right_hand,5823,0.05220869999993738
right_hand,5823,0.20971920000010869
right_hand,5887,0.08137840000017604
right_hand,5887,0.23811100000057195
left_hand,5951,0.15665090000038617
right_hand,6015,0.06836260000000038
right_hand,6015,0.17829709999932675
right_hand,6079,0.06530780000048253
right_hand,6079,0.2326359999997294
left_hand,6143,0.13983060000009573
left_hand,6143,0.2544599000002563
left_hand,6207,0.15893559999949503
left_hand,6271,0.05153179999979329
right_hand,6271,0.2071249999999054
left_hand,6335,0.09444190000067465
left_hand,6335,0.23845990000063466
left_hand,6399,0.14284589999988384
left_hand,6463,0.030644400000710448
left_hand,6463,0.18946760000017093
left_hand,6527,0.06227060000037454
left_hand,6527,0.2224634000003789
left_hand,6591,0.24248419999912585
left_hand,6591,0.2590431999997236
right_hand,6655,0.15803129999949306
left_hand,6719,0.0657283999998981
left_hand,6719,0.2067005999997491
left_hand,6783,0.11277799999970739
right_hand,6783,0.2517582999998922
right_hand,6847,0.16077769999992597
right_hand,6911,0.04657200000019657
left_hand,6911,0.1891066000007413
right_hand,6975,0.08112110000001849
right_hand,6975,0.22025099999973463
left_hand,7039,0.1267701999995552
right_hand,7039,0.2702804999998989
right_hand,7103,0.17674579999948037
right_hand,7167,0.07172079999963898
right_hand,7167,0.2493105999992622
right_hand,7231,0.1143474000000424
right_hand,7231,0.2717301000002408
right_hand,7295,0.17175380000026053
right_hand,7359,0.06653240000014193
right_hand,7359,0.20852000000013504
right_hand,7423,0.10782010000002629
right_hand,7423,0.2393924000007246
right_hand,7487,0.1409326000002693
right_hand,7551,0.03632209999977931
right_hand,7551,0.17715080000016314
right_hand,7615,0.08018259999971633
right_hand,7615,0.23984909999944648
right_hand,7679,0.1373663000003944
right_hand,7679,0.270144000000073
left_hand,7743,0.17883160000019416
left_hand,7807,0.09294460000000981
left_hand,7807,0.20669139999972685
left_hand,7871,0.11598940000021685
left_hand,7871,0.26109620000079303
right_hand,7935,0.15399869999964722
left_hand,7999,0.032762399999228364
left_hand,7999,0.19143779999922117
left_hand,8063,0.08532190000005357
left_hand,8063,0.22394679999979417
left_hand,8127,0.12861989999964862
left_hand,8127,0.27038640000046144
left_hand,8191,0.1750065000005634
left_hand,8255,0.08252069999980449
left_hand,8255,0.44058700000005047
left_hand,8319,0.19844719999946392
left_hand,8319,0.26769229999990785
left_hand,8383,0.15742369999952643
left_hand,8447,0.04719509999995353
left_hand,8447,0.19094269999914104
left_hand,8511,0.09776830000009795
left_hand,8511,0.236968700000034
left_hand,8575,0.12671289999980218
left_hand,8639,0.029894399999648158
left_hand,8639,0.1726128999998764
left_hand,8703,0.07949970000026951
left_hand,8703,0.22150080000028538
left_hand,8767,0.12539850000030128
left_hand,8767,0.2699197000001732
left_hand,8831,0.1753483000002234
left_hand,8895,0.04837210000005143
right_hand,8895,0.20337949999975535
right_hand,8959,0.09435089999988122
left_hand,8959,0.2507601999996041
right_hand,9023,0.1461872999998377
right_hand,9087,0.0466591000003973
right_hand,9087,0.1893927999999505
right_hand,9151,0.0854778000002625
right_hand,9151,0.23734849999982544
right_hand,9215,0.1259421000004295
right_hand,9215,0.2887525000005553
left_hand,9279,0.16527729999961593
right_hand,9343,0.06448360000013054
left_hand,9343,0.20829940000021452
right_hand,9407,0.11114810000071884
right_hand,9407,0.2512467000005927
right_hand,9471,0.15887460000067222
right_hand,9535,0.04876940000031027
right_hand,9535,0.20882419999998092
left_hand,9599,0.18179930000042077
left_hand,9599,0.23886310000034428
left_hand,9663,0.14309870000033698
right_hand,9663,0.29649460000018735
right_hand,9727,0.20101529999919876
left_hand,9791,0.06521109999994223
left_hand,9791,0.2231686000004629
left_hand,9855,0.13616600000023027
left_hand,9855,0.34415830000034475
left_hand,9919,0.15764409999974305
left_hand,9983,0.06307620000006864
left_hand,9983,0.21985870000025898
left_hand,10047,0.11467670000001817
left_hand,10047,0.23812350000025617
left_hand,10111,0.14268280000032973
left_hand,10175,0.033388900000318245
left_hand,10175,0.21161040000060893
left_hand,10239,0.08139070000015636
left_hand,10239,0.22415749999981927
left_hand,10303,0.12800850000076025
left_hand,10303,0.27122420000068814
right_hand,10367,0.1770835999996052
left_hand,10431,0.07318110000051092
left_hand,10431,0.41944359999979497
left_hand,10495,0.17934059999970486
left_hand,10495,0.272135199999866
left_hand,10559,0.14341400000012072
left_hand,10623,0.04937380000046687
left_hand,10623,0.190989300000183
right_hand,10687,0.09660359999998036
left_hand,10687,0.2359349000007569
left_hand,10751,0.14315680000072462
left_hand,10815,0.03341480000017327
left_hand,10815,0.17330849999962084
left_hand,10879,0.08254720000059024
left_hand,10879,0.22048530000029132
left_hand,10943,0.11193660000026284
left_hand,10943,0.25319410000065545
left_hand,11007,0.15666910000072676
left_hand,11071,0.07270550000066578
left_hand,11071,0.2490681000008408
left_hand,11135,0.09647850000055769
left_hand,11135,0.2545690000006289
left_hand,11199,0.190671299999849
left_hand,11263,0.04479859999992186
left_hand,11263,0.17321190000075148
left_hand,11327,0.07921339999938937
right_hand,11327,0.2513429000000542
left_hand,11391,0.1330604000004314
left_hand,11391,0.2673242000000755
left_hand,11455,0.175339399999757
right_hand,11519,0.06866409999929601
left_hand,11519,0.2454459999999017
left_hand,11583,0.11302660000001197
left_hand,11583,0.2532860000001165
left_hand,11647,0.14470359999995708
right_hand,11711,0.030768000000534812
right_hand,11711,0.18942880000031437
left_hand,11775,0.07960109999930864
left_hand,11775,0.2383124999996653
left_hand,11839,0.1269654999996419
left_hand,11839,0.29244849999940925
left_hand,11903,0.1860370000003968
left_hand,11967,0.07189730000027339
right_hand,11967,0.20647160000044096
left_hand,12031,0.11188510000010865
left_hand,12031,0.25623110000015004
left_hand,12095,0.1592586000006122
left_hand,12159,0.047387999999955355
left_hand,12159,0.20747140000003128
left_hand,12223,0.0953267999993841
left_hand,12223,0.31499629999962053
left_hand,12287,0.15845700000045326
left_hand,12351,0.030297999999675085
