time,P8,O2,P4,C4,F8,F4,Oz,Cz,Fz,Pz,F3,O1,P7,C3,P3,F7,Accel_x,Accel_y,Accel_z,Digital,Battery
444246.01363818767,177451.734375,179101.625,176326.40625,204125.796875,180768.34375,199595.28125,175567.75,171598.609375,177848.0625,179645.3125,195513.015625,187420.46875,189014.765625,207277.25,209568.734375,191040.40625,9.94394302368164,0.15298375487327576,0.0,1.0,51.0
444246.01763578656,177446.9375,179121.46875,176309.75,204147.59375,180749.140625,199618.953125,175566.8125,171578.796875,177828.046875,179650.875,195538.640625,187431.796875,189037.0,207300.765625,209593.609375,191062.5,9.94394302368164,0.15298375487327576,0.0,1.0,51.0
444246.0216333855,177444.15625,179133.46875,176309.4375,204165.359375,180750.140625,199640.4375,175564.15625,171578.359375,177828.8125,179662.203125,195560.734375,187440.34375,189055.296875,207321.140625,209614.703125,191080.640625,9.94394302368164,0.15298375487327576,0.0,1.0,51.0
444246.0256309846,177447.578125,179119.625,176326.046875,204152.71875,180769.484375,199628.765625,175562.25,171597.140625,177849.09375,179663.015625,195546.953125,187433.09375,189043.09375,207308.84375,209602.0625,191067.625,9.94394302368164,0.15298375487327576,0.0,1.0,51.0
444246.0296285837,177451.328125,179098.875,176335.328125,204126.796875,180780.015625,199599.53125,175563.515625,171607.703125,177859.15625,179651.546875,195515.796875,187419.09375,189016.875,207280.140625,209573.5,191040.109375,9.94394302368164,0.15298375487327576,0.0,1.0,51.0
444246.03362618294,177451.03125,179099.953125,176325.4375,204123.015625,180767.984375,199593.328125,175567.546875,171597.140625,177846.21875,179643.5625,195510.0,187418.015625,189012.921875,207275.3125,209569.34375,191035.609375,9.94394302368164,0.15298375487327576,0.0,1.0,51.0
444246.0376237823,177446.59375,179121.171875,176309.75,204146.375,180750.90625,199618.953125,175568.1875,171580.28125,177827.875,179650.109375,195537.359375,187430.984375,189036.734375,207301.265625,209596.0,191059.75,9.94394302368164,0.15298375487327576,0.0,1.0,51.0
444246.0416213817,177443.8125,179133.609375,176309.984375,204164.1875,180751.984375,199641.109375,175564.9375,171579.875,177829.59375,179661.53125,195559.6875,187439.84375,189055.609375,207322.71875,209617.21875,191078.53125,9.905696868896484,0.15298375487327576,0.03824593871831894,1.0,51.0
444246.04561898124,177446.828125,179119.859375,176326.546875,204151.109375,180769.890625,199629.140625,175562.75,171598.25,177849.765625,179662.109375,195545.703125,187432.0625,189043.265625,207310.375,209604.4375,191065.078125,9.905696868896484,0.15298375487327576,0.03824593871831894,1.0,51.0
444246.0496165808,177451.1875,179098.734375,176335.65625,204124.453125,180779.8125,199599.234375,175562.953125,171608.34375,177859.796875,179650.03125,195514.0,187417.4375,189016.109375,207281.6875,209575.3125,191036.3125,9.905696868896484,0.15298375487327576,0.03824593871831894,1.0,51.0
444246.05361418054,177451.09375,179099.375,176325.171875,204119.921875,180767.0,199592.09375,175565.9375,171597.203125,177846.1875,179641.921875,195507.09375,187415.40625,189011.046875,207275.875,209570.015625,191030.453125,9.905696868896484,0.15298375487327576,0.03824593871831894,1.0,51.0
444246.0576117803,177446.40625,179121.5,176310.421875,204144.03125,180749.90625,199617.96875,175567.546875,171580.78125,177828.046875,179649.125,195534.3125,187428.546875,189034.984375,207301.9375,209596.9375,191055.21875,9.905696868896484,0.15298375487327576,0.03824593871831894,1.0,51.0
444246.0616093802,177443.578125,179133.78125,176310.625,204162.375,180752.015625,199640.03125,175564.890625,171580.3125,177828.515625,179658.921875,195556.546875,187437.09375,189053.59375,207323.25,209617.953125,191074.796875,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.0656069802,177446.265625,179119.65625,176326.515625,204149.5625,180770.828125,199627.5625,175562.1875,171597.78125,177848.03125,179659.65625,195542.21875,187428.9375,189040.546875,207310.421875,209604.609375,191061.828125,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.06960458023,177450.65625,179099.078125,176336.234375,204123.421875,180780.046875,199598.1875,175563.421875,171608.640625,177858.71875,179649.59375,195511.015625,187415.328125,189014.03125,207281.84375,209576.21875,191034.578125,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.0736021804,177450.625,179099.75,176326.671875,204119.359375,180766.578125,199591.515625,175566.296875,171597.546875,177845.984375,179641.859375,195504.703125,187414.765625,189009.671875,207276.390625,209571.546875,191030.140625,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.07759978063,177445.65625,179120.203125,176310.578125,204141.984375,180748.640625,199616.203125,175567.28125,171580.0,177827.140625,179647.015625,195531.09375,187427.4375,189032.671875,207301.671875,209597.4375,191053.984375,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.081597381,177443.015625,179131.15625,176309.546875,204159.328125,180749.46875,199637.515625,175564.453125,171579.375,177827.265625,179657.28125,195552.65625,187435.484375,189050.46875,207322.421875,209617.984375,191072.015625,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.0855949814,177446.125,179117.21875,176326.3125,204146.953125,180770.5625,199625.890625,175561.171875,171597.609375,177847.6875,179657.984375,195539.0,187428.78125,189038.609375,207310.65625,209605.015625,191059.3125,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.0895925819,177450.21875,179097.0625,176336.359375,204121.265625,180781.1875,199596.953125,175563.015625,171608.84375,177858.484375,179647.953125,195508.125,187415.640625,189013.1875,207283.5,209576.375,191032.0625,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.0935901861,177449.109375,179097.234375,176325.34375,204115.96875,180766.90625,199588.9375,175564.9375,171596.703125,177843.90625,179639.171875,195500.453125,187413.21875,189007.953125,207277.53125,209570.34375,191026.09375,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.0975877904,177444.515625,179117.921875,176309.40625,204138.609375,180748.53125,199613.25,175565.234375,171579.203125,177824.859375,179645.078125,195526.46875,187425.25,189031.03125,207302.375,209595.796875,191049.484375,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.10158539476,177442.171875,179129.984375,176309.171875,204156.78125,180749.734375,199634.90625,175563.359375,171578.96875,177825.9375,179655.328125,195548.796875,187433.609375,189049.96875,207323.53125,209617.28125,191068.46875,9.905696868896484,0.22947563230991364,0.0,1.0,51.0
444246.1055829992,177444.984375,179116.234375,176325.265625,204144.265625,180769.125,199622.84375,175561.34375,171596.84375,177846.046875,179654.15625,195535.046875,187425.890625,189038.03125,207311.484375,209604.8125,191056.0625,9.905696868896484,0.22947563230991364,0.0,1.0,51.0
444246.1095806038,177448.84375,179096.09375,176335.5625,204119.0625,180779.921875,199593.671875,175562.28125,171607.96875,177857.515625,179643.265625,195504.203125,187412.78125,189012.546875,207284.0625,209576.984375,191029.546875,9.905696868896484,0.22947563230991364,0.0,1.0,51.0
444246.1135782084,177448.671875,179096.6875,176325.671875,204114.765625,180766.578125,199586.125,175565.234375,171597.109375,177844.203125,179638.125,195497.671875,187411.375,189008.234375,207278.734375,209571.71875,191024.921875,9.905696868896484,0.22947563230991364,0.0,1.0,51.0
444246.11757581314,177443.984375,179118.5625,176310.6875,204138.203125,180749.0625,199611.46875,175566.8125,171580.75,177825.890625,179645.203125,195525.1875,187424.390625,189032.46875,207304.25,209598.140625,191049.765625,9.905696868896484,0.22947563230991364,0.0,1.0,51.0
444246.121573418,177440.96875,179130.796875,176310.515625,204156.03125,180750.25,199633.234375,175564.734375,171580.609375,177826.640625,179655.40625,195547.6875,187432.703125,189051.453125,207325.171875,209619.703125,191070.109375,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.12557102286,177443.3125,179115.203125,176325.375,204141.75,180767.34375,199619.3125,175560.40625,171596.765625,177845.171875,179654.21875,195532.234375,187423.28125,189037.765625,207311.125,209605.78125,191056.96875,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.12956862786,177447.4375,179094.140625,176335.09375,204115.234375,180777.234375,199589.234375,175560.375,171606.390625,177855.703125,179643.9375,195500.78125,187409.5,189011.109375,207282.484375,209577.3125,191030.578125,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.133566233,177447.203125,179094.140625,176324.296875,204109.84375,180763.65625,199581.125,175562.75,171594.796875,177841.796875,179635.21875,195493.3125,187407.453125,189005.640625,207276.25,209571.65625,191025.28125,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.13756383816,177442.90625,179114.796875,176308.671875,204132.234375,180746.5625,199605.5,175563.59375,171577.25,177822.609375,179638.734375,195519.453125,187420.03125,189028.953125,207300.765625,209597.5,191048.34375,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.14156144345,177440.296875,179127.4375,176308.609375,204150.578125,180749.203125,199627.859375,175561.28125,171576.984375,177823.625,179649.359375,195541.921875,187429.21875,189048.390625,207321.71875,209619.421875,191067.1875,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.1455590488,177443.3125,179114.203125,176324.9375,204138.328125,180769.046875,199616.125,175559.359375,171595.59375,177844.578125,179650.96875,195528.375,187422.234375,189036.859375,207309.84375,209606.921875,191054.625,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.1495566543,177446.671875,179093.75,176334.796875,204112.453125,180778.734375,199586.65625,175560.84375,171606.53125,177855.5625,179640.21875,195497.203125,187409.15625,189011.109375,207282.078125,209578.421875,191027.625,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.15355425986,177446.03125,179093.546875,176324.234375,204107.421875,180764.828125,199578.578125,175563.28125,171594.890625,177841.625,179632.09375,195489.71875,187407.046875,189006.3125,207276.046875,209572.484375,191021.828125,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.1575518655,177441.46875,179113.921875,176307.9375,204129.890625,180745.890625,199602.484375,175562.78125,171577.15625,177822.609375,179637.703125,195515.96875,187419.125,189029.34375,207300.53125,209597.9375,191045.171875,9.94394302368164,0.1912296712398529,0.0,1.0,51.0
444246.1615494712,177438.890625,179126.5625,176308.0,204148.21875,180747.5,199624.484375,175560.671875,171577.53125,177823.75,179647.71875,195538.765625,187428.171875,189048.03125,207321.34375,209619.765625,191064.71875,9.867450714111328,0.15298375487327576,-0.03824593871831894,1.0,51.0
444246.1655470771,177441.640625,179113.15625,176324.703125,204136.09375,180766.875,199612.984375,175559.265625,171596.296875,177844.46875,179648.5625,195525.421875,187420.765625,189036.015625,207308.96875,209607.359375,191052.703125,9.867450714111328,0.15298375487327576,-0.03824593871831894,1.0,51.0
444246.16954468295,177445.0625,179091.90625,176333.8125,204109.328125,180777.265625,199582.796875,175560.03125,171606.5,177854.90625,179637.890625,195493.75,187406.015625,189009.203125,207279.640625,209578.390625,191025.1875,9.867450714111328,0.15298375487327576,-0.03824593871831894,1.0,51.0
444246.173542289,177444.859375,179092.734375,176323.828125,204104.671875,180764.421875,199575.796875,175564.03125,171596.125,177842.296875,179630.25,195486.875,187404.203125,189004.46875,207273.703125,209573.828125,191020.59375,9.867450714111328,0.15298375487327576,-0.03824593871831894,1.0,51.0
444246.1775398951,177440.96875,179113.625,176307.671875,204127.109375,180745.28125,199600.140625,175564.828125,171578.828125,177823.78125,179636.28125,195513.0625,187416.203125,189027.40625,207298.375,209600.078125,191044.328125,9.867450714111328,0.15298375487327576,-0.03824593871831894,1.0,51.0
444246.1815375013,177438.359375,179124.953125,176306.59375,204143.90625,180745.375,199620.890625,175560.8125,171576.78125,177823.421875,179645.546875,195534.40625,187423.578125,189044.875,207318.296875,209621.140625,191062.265625,9.94394302368164,0.1912296712398529,0.03824593871831894,1.0,51.0
444246.18553510756,177440.296875,179111.21875,176322.515625,204131.328125,180765.0625,199608.6875,175558.453125,171595.03125,177843.359375,179645.40625,195520.671875,187415.703125,189032.328125,207305.3125,209608.359375,191049.625,9.94394302368164,0.1912296712398529,0.03824593871831894,1.0,51.0
444246.18953271396,177444.25,179090.53125,176332.4375,204105.34375,180775.15625,199579.15625,175559.09375,171606.125,177854.703125,179634.875,195489.390625,187402.1875,189006.25,207276.1875,209579.46875,191022.59375,9.94394302368164,0.1912296712398529,0.03824593871831894,1.0,51.0
444246.1935320825,177444.625,179090.453125,176322.359375,204100.3125,180761.9375,199571.234375,175562.484375,171595.1875,177841.65625,179627.0,195482.203125,187400.375,189000.65625,207268.734375,209573.359375,191016.5,9.94394302368164,0.1912296712398529,0.03824593871831894,1.0,51.0
444246.197531451,177440.5625,179111.921875,176306.859375,204123.1875,180743.765625,199595.90625,175563.421875,171578.328125,177823.453125,179634.046875,195509.171875,187412.84375,189023.78125,207293.34375,209598.90625,191040.34375,9.94394302368164,0.1912296712398529,0.03824593871831894,1.0,51.0
444246.2015308195,177438.125,179125.234375,176306.765625,204142.015625,180745.140625,199618.640625,175560.9375,171578.5,177824.515625,179645.578125,195532.796875,187422.234375,189042.921875,207314.671875,209621.140625,191060.78125,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.20553018805,177440.296875,179111.40625,176322.390625,204129.453125,180764.1875,199606.4375,175558.296875,171596.125,177843.671875,179644.765625,195519.15625,187414.625,189030.453125,207302.09375,209608.0625,191047.921875,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.20952955657,177444.59375,179091.203125,176332.546875,204103.46875,180776.15625,199577.0,175559.734375,171607.328125,177854.96875,179633.4375,195488.28125,187401.34375,189004.234375,207274.0,209579.15625,191020.625,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.21352892515,177444.59375,179091.671875,176322.59375,204098.265625,180763.015625,199569.296875,175562.953125,171596.359375,177842.21875,179624.71875,195481.296875,187399.84375,188999.078125,207267.671875,209573.03125,191014.453125,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.21752829367,177440.234375,179112.890625,176307.359375,204121.171875,180744.546875,199594.140625,175564.453125,171579.671875,177824.046875,179631.453125,195508.296875,187412.953125,189023.109375,207292.484375,209599.484375,191037.921875,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.22152766224,177437.71875,179125.796875,176307.59375,204139.375,180745.546875,199616.53125,175562.78125,171579.375,177824.796875,179642.65625,195531.09375,187422.46875,189043.03125,207313.703125,209621.9375,191057.40625,9.867450714111328,0.22947563230991364,-0.03824593871831894,1.0,51.0
444246.2255270308,177440.828125,179111.6875,176323.09375,204126.171875,180764.59375,199604.359375,175559.390625,171595.796875,177843.734375,179643.53125,195517.28125,187414.359375,189030.53125,207300.59375,209609.140625,191044.390625,9.867450714111328,0.22947563230991364,-0.03824593871831894,1.0,51.0
444246.2295263994,177444.5625,179090.015625,176331.765625,204098.703125,180773.28125,199573.8125,175559.15625,171605.75,177854.1875,179632.875,195485.296875,187399.375,189003.640625,207270.65625,209579.5625,191016.390625,9.867450714111328,0.22947563230991364,-0.03824593871831894,1.0,51.0
444246.233525768,177443.8125,179089.921875,176321.34375,204092.9375,180759.296875,199565.703125,175562.1875,171595.03125,177840.921875,179624.59375,195477.78125,187396.71875,188998.296875,207263.3125,209573.53125,191010.5625,9.867450714111328,0.22947563230991364,-0.03824593871831894,1.0,51.0
444246.23752513656,177439.796875,179110.671875,176305.75,204115.90625,180742.875,199590.28125,175562.609375,171577.328125,177822.375,179630.390625,195504.40625,187408.96875,189021.234375,207287.34375,209599.140625,191033.90625,9.867450714111328,0.22947563230991364,-0.03824593871831894,1.0,51.0
444246.24152450514,177437.6875,179123.984375,176305.953125,204134.8125,180745.34375,199613.140625,175560.375,171577.328125,177823.71875,179641.25,195527.96875,187418.484375,189040.890625,207308.90625,209621.265625,191053.75,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.2455238738,177439.625,179109.90625,176321.25,204121.8125,180763.453125,199601.34375,175557.421875,171595.265625,177842.890625,179640.75,195514.5625,187410.53125,189028.875,207296.640625,209609.0625,191041.71875,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.2495232424,177443.34375,179089.078125,176331.375,204095.59375,180773.875,199572.046875,175559.0625,171606.015625,177853.921875,179630.1875,195483.3125,187396.484375,189003.0,207268.078125,209580.765625,191015.5625,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.253522611,177443.28125,179089.28125,176322.1875,204090.625,180760.640625,199564.328125,175561.8125,171595.59375,177841.21875,179622.984375,195476.171875,187394.3125,188997.96875,207261.46875,209574.875,191010.328125,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.2575219796,177439.015625,179109.671875,176305.828125,204112.546875,180741.53125,199588.4375,175562.34375,171577.828125,177821.578125,179628.234375,195502.15625,187405.90625,189020.5,207285.90625,209599.8125,191032.828125,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.26152134826,177435.9375,179122.609375,176305.3125,204130.5625,180742.125,199611.0,175560.03125,171577.53125,177822.28125,179638.5,195524.984375,187415.203125,189039.8125,207307.4375,209621.3125,191051.84375,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.26552071696,177438.484375,179110.0,176321.84375,204118.828125,180761.90625,199600.109375,175557.21875,171595.59375,177843.0625,179639.640625,195512.71875,187408.828125,189028.6875,207296.96875,209609.5,191040.203125,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.2695200856,177442.578125,179089.3125,176332.484375,204093.0,180772.03125,199571.140625,175558.734375,171606.625,177854.5,179629.953125,195482.109375,187395.6875,189003.265625,207269.78125,209581.140625,191013.65625,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.27351945423,177442.140625,179088.40625,176321.984375,204087.109375,180759.625,199562.71875,175561.28125,171595.03125,177840.8125,179622.46875,195474.296875,187393.578125,188997.875,207262.84375,209574.703125,191007.75,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.2775188229,177437.75,179107.421875,176304.6875,204107.921875,180741.296875,199585.546875,175560.734375,171576.421875,177820.4375,179625.796875,195499.203125,187404.640625,189019.625,207285.765625,209598.46875,191029.875,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.2815181916,177435.40625,179120.40625,176305.25,204126.640625,180742.359375,199608.078125,175558.65625,171576.25,177821.375,179636.046875,195522.40625,187414.625,189039.515625,207307.734375,209620.703125,191049.65625,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.2855175603,177438.1875,179107.65625,176321.984375,204114.859375,180762.109375,199597.21875,175556.75,171594.828125,177841.953125,179636.453125,195509.734375,187407.953125,189028.25,207296.671875,209609.0,191037.1875,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.289516929,177441.90625,179086.09375,176331.34375,204088.109375,180771.59375,199567.078125,175557.59375,171605.046875,177852.453125,179625.921875,195477.921875,187393.40625,189001.28125,207267.40625,209579.53125,191008.859375,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.2935161037,177441.875,179085.59375,176321.140625,204082.671875,180758.453125,199558.765625,175561.234375,171595.328125,177839.984375,179618.75,195470.46875,187391.421875,188995.796875,207260.5625,209573.328125,191002.8125,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.29751527845,177437.578125,179107.0625,176305.984375,204105.90625,180740.953125,199583.984375,175562.8125,171578.765625,177822.3125,179624.390625,195497.296875,187404.328125,189019.328125,207285.703125,209599.921875,191026.796875,9.905696868896484,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.3015144532,177435.140625,179119.859375,176305.984375,204124.6875,180742.234375,199606.40625,175559.390625,171577.328125,177822.546875,179635.3125,195520.125,187413.421875,189038.671875,207306.6875,209621.984375,191046.234375,9.94394302368164,0.1912296712398529,-0.07649187743663788,1.0,51.0
444246.305513628,177438.625,179106.984375,176323.1875,204113.1875,180761.90625,199595.515625,175556.65625,171596.125,177842.96875,179636.046875,195507.421875,187406.71875,189027.5,207294.390625,209609.96875,191034.09375,9.94394302368164,0.1912296712398529,-0.07649187743663788,1.0,51.0
444246.30951280275,177442.84375,179086.609375,176332.984375,204087.171875,180772.265625,199566.171875,175557.484375,171607.15625,177854.46875,179626.234375,195476.3125,187392.671875,189001.453125,207265.484375,209581.40625,191006.90625,9.94394302368164,0.1912296712398529,-0.07649187743663788,1.0,51.0
444246.31351197755,177442.0,179085.765625,176322.453125,204081.171875,180759.0625,199557.453125,175560.03125,171595.9375,177841.21875,179617.78125,195468.125,187389.78125,188995.796875,207258.109375,209574.9375,191000.203125,9.94394302368164,0.1912296712398529,-0.07649187743663788,1.0,51.0
444246.3175111524,177437.75,179106.984375,176307.40625,204104.5,180741.5,199582.4375,175561.78125,171578.796875,177822.71875,179623.71875,195495.015625,187402.71875,189019.734375,207283.0625,209601.125,191023.609375,9.94394302368164,0.1912296712398529,-0.07649187743663788,1.0,51.0
444246.3215103272,177434.625,179120.46875,176307.171875,204123.921875,180743.8125,199605.609375,175560.234375,171578.59375,177823.515625,179635.8125,195518.921875,187412.078125,189040.109375,207305.125,209623.75,191043.828125,9.982189178466797,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.3255095021,177437.515625,179106.953125,176322.828125,204111.71875,180763.21875,199594.40625,175557.6875,171596.296875,177843.296875,179636.390625,195505.984375,187404.671875,189028.515625,207292.84375,209611.1875,191031.453125,9.982189178466797,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.32950867695,177441.703125,179085.234375,176332.3125,204084.5625,180772.609375,199564.125,175557.890625,171606.359375,177853.59375,179625.15625,195474.390625,187390.078125,189001.65625,207263.109375,209580.9375,191002.859375,9.982189178466797,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.3335078519,177441.640625,179084.390625,176322.390625,204078.59375,180759.296875,199555.40625,175560.296875,171595.5,177840.3125,179616.875,195466.515625,187387.9375,188995.984375,207255.734375,209573.859375,190996.1875,9.982189178466797,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.3375070268,177437.453125,179105.84375,176306.859375,204101.65625,180741.828125,199580.0625,175561.84375,171578.625,177822.015625,179622.140625,195493.265625,187401.34375,189019.328125,207280.703125,209599.515625,191019.890625,9.982189178466797,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.3415062017,177434.625,179118.6875,176305.953125,204120.5,180742.53125,199602.546875,175560.0625,171577.421875,177822.046875,179632.9375,195516.515625,187410.734375,189038.640625,207302.03125,209621.140625,191039.5625,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.34550537664,177437.640625,179105.984375,176322.515625,204109.09375,180762.3125,199591.390625,175558.5625,171595.359375,177842.0625,179634.375,195504.0625,187404.140625,189027.5,207291.03125,209609.140625,191027.9375,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.3495045516,177442.046875,179086.0,176333.21875,204083.34375,180773.34375,199562.359375,175559.59375,171607.234375,177854.03125,179624.953125,195473.328125,187390.828125,189001.59375,207263.578125,209580.375,191001.140625,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.3535037266,177442.3125,179086.171875,176324.328125,204078.15625,180760.734375,199554.3125,175562.1875,171597.703125,177841.953125,179617.078125,195466.046875,187389.015625,188996.125,207257.75,209574.40625,190995.515625,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.3575029016,177438.078125,179106.828125,176308.734375,204100.375,180743.234375,199578.34375,175562.34375,171579.234375,177822.875,179621.328125,195492.203125,187401.015625,189018.828125,207282.25,209599.578125,191018.640625,9.905696868896484,0.15298375487327576,0.0,1.0,51.0
444246.3615020766,177435.265625,179120.40625,176308.5,204119.296875,180743.296875,199601.25,175560.109375,171578.765625,177823.578125,179632.4375,195515.796875,187410.46875,189038.53125,207304.6875,209622.140625,191038.921875,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.3655012516,177437.78125,179107.796875,176324.296875,204107.828125,180762.71875,199590.546875,175558.265625,171597.9375,177844.296875,179634.34375,195503.734375,187403.703125,189027.546875,207293.8125,209610.84375,191028.03125,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.3695004267,177441.703125,179086.90625,176334.59375,204081.78125,180774.34375,199561.375,175559.296875,171608.90625,177855.53125,179624.125,195472.984375,187389.953125,189001.515625,207266.125,209582.25,191001.578125,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.37349960173,177441.578125,179087.109375,176325.265625,204076.640625,180762.84375,199553.5,175562.515625,171598.40625,177842.828125,179616.703125,195465.34375,187387.90625,188996.0625,207260.359375,209575.78125,190995.28125,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.3774987768,177437.21875,179106.921875,176307.671875,204098.140625,180743.265625,199576.90625,175562.578125,171579.765625,177822.875,179621.328125,195490.0625,187398.703125,189017.515625,207283.828125,209599.78125,191016.5,9.867450714111328,0.22947563230991364,0.0,1.0,51.0
444246.3814979519,177434.53125,179119.859375,176307.5,204116.84375,180743.90625,199599.90625,175559.90625,171579.0625,177823.421875,179632.03125,195513.0625,187407.78125,189037.0625,207305.6875,209622.046875,191036.078125,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.385497127,177437.375,179106.484375,176324.265625,204105.140625,180763.21875,199589.140625,175557.71875,171597.265625,177843.59375,179632.40625,195500.140625,187400.78125,189025.53125,207294.09375,209610.25,191023.78125,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.3894963022,177441.234375,179085.390625,176334.15625,204078.859375,180772.609375,199559.234375,175558.765625,171608.0625,177854.703125,179622.046875,195468.359375,187386.5625,188998.96875,207264.578125,209581.140625,190995.75,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.39349386847,177440.5,179084.625,176323.6875,204072.625,180759.96875,199550.1875,175561.3125,171597.03125,177841.125,179613.328125,195459.546875,187383.640625,188992.40625,207256.328125,209573.96875,190988.578125,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.3974914349,177435.765625,179104.8125,176306.65625,204094.546875,180741.328125,199573.578125,175562.046875,171578.9375,177821.03125,179617.75,195484.890625,187395.546875,189014.5625,207279.90625,209598.75,191011.140625,9.905696868896484,0.1912296712398529,0.0,1.0,51.0
444246.40148900135,177432.6875,179118.28125,176306.5,204113.625,180742.296875,199596.34375,175559.53125,171578.296875,177821.84375,179628.46875,195508.328125,187405.546875,189034.515625,207301.671875,209621.375,191031.109375,9.867450714111328,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.40548656794,177435.328125,179105.484375,176323.328125,204102.15625,180761.984375,199585.65625,175557.21875,171596.296875,177842.15625,179628.75,195495.59375,187399.234375,189023.578125,207290.359375,209610.046875,191019.75,9.867450714111328,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.40948413464,177439.859375,179084.765625,176333.578125,204076.140625,180771.765625,199556.28125,175558.5,171607.765625,177854.125,179619.15625,195464.265625,187385.53125,188997.640625,207261.765625,209581.3125,190993.09375,9.867450714111328,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.4134817014,177439.625,179084.0625,176323.65625,204070.40625,180759.1875,199547.9375,175561.140625,171597.640625,177841.65625,179611.875,195456.03125,187382.84375,188991.703125,207254.15625,209574.609375,190986.71875,9.867450714111328,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.4174792683,177434.96875,179105.515625,176308.171875,204093.703125,180742.328125,199573.078125,175562.3125,171580.4375,177823.109375,179618.28125,195482.875,187395.71875,189015.46875,207279.234375,209601.15625,191010.53125,9.867450714111328,0.1912296712398529,-0.03824593871831894,1.0,51.0
444246.4214768352,177432.28125,179117.6875,176306.1875,204111.84375,180742.09375,199595.34375,175559.0625,171578.734375,177822.484375,179628.40625,195506.015625,187404.53125,189034.484375,207300.359375,209622.984375,191029.640625,9.867450714111328,0.11473781615495682,-0.03824593871831894,1.0,51.0
444246.42547440226,177434.90625,179104.171875,176321.609375,204099.375,180760.09375,199583.9375,175555.546875,171594.921875,177841.71875,179627.9375,195492.96875,187396.953125,189022.671875,207288.015625,209610.953125,191017.5,9.867450714111328,0.11473781615495682,-0.03824593871831894,1.0,51.0
