sample,prediction,p_left_raw,p_right_raw,name,p_left_smooth,p_right_smooth,alpha,threshold
24629,rest,0.9960861206054688,0.003913890570402145,ExponentialSmoothing,0.7449176365028846,0.25508236899103864,0.85,0.75
24654,left_hand,0.9957962036132812,0.004203770309686661,ExponentialSmoothing,0.782549421569444,0.21745057918883584,0.85,0.75
24704,left_hand,0.996567964553833,0.00343204103410244,ExponentialSmoothing,0.8146522030171023,0.18534779846562582,0.85,0.75
24729,left_hand,0.9970282912254333,0.0029717842116951942,ExponentialSmoothing,0.842008616248352,0.15799139632753623,0.85,0.75
24779,left_hand,0.998353123664856,0.0016468435060232878,ExponentialSmoothing,0.8654602923608276,0.13453971340430929,0.85,0.75
24804,left_hand,0.9987753033638,0.0012247109552845359,ExponentialSmoothing,0.8854575440112735,0.11454246303695556,0.85,0.75
24854,left_hand,0.9990045428276062,0.0009954291163012385,ExponentialSmoothing,0.9024895938337234,0.0975104079488574,0.85,0.75
24879,left_hand,0.9987465143203735,0.0012535093119367957,ExponentialSmoothing,0.916928131906721,0.08307187315331932,0.85,0.75
24904,left_hand,0.9974780678749084,0.002521890914067626,ExponentialSmoothing,0.9290106223019491,0.07098937581743157,0.85,0.75
24954,left_hand,0.994905948638916,0.005094051361083984,ExponentialSmoothing,0.9388949212524942,0.061105077148979434,0.85,0.75
25004,left_hand,0.9932816028594971,0.006718316115438938,ExponentialSmoothing,0.9470529234935446,0.05294706299394836,0.85,0.75
25029,left_hand,0.9909691214561462,0.009030907414853573,ExponentialSmoothing,0.9536403531879349,0.04635963965708414,0.85,0.75
25079,left_hand,0.985683023929596,0.014316984452307224,ExponentialSmoothing,0.9584467537991841,0.0415532413763676,0.85,0.75
25104,left_hand,0.9930718541145325,0.006928115151822567,ExponentialSmoothing,0.9636405188464864,0.03635947244268584,0.85,0.75
25154,left_hand,0.9966185092926025,0.0033814345952123404,ExponentialSmoothing,0.9685872174134038,0.031412766765564815,0.85,0.75
25179,left_hand,0.998608410358429,0.0013915646122768521,ExponentialSmoothing,0.9730903963551576,0.026909586442571617,0.85,0.75
25229,left_hand,0.9994184970855713,0.0005815027398057282,ExponentialSmoothing,0.9770396114647196,0.022960373887156733,0.85,0.75
25254,left_hand,0.9996340274810791,0.000365989631973207,ExponentialSmoothing,0.9804287738671735,0.019571216248879204,0.85,0.75
25279,left_hand,0.9996663331985474,0.0003336154040880501,ExponentialSmoothing,0.9833144077668796,0.016685576122160532,0.85,0.75
25329,left_hand,0.9995884299278259,0.0004115285992156714,ExponentialSmoothing,0.9857555110910216,0.014244468993718803,0.85,0.75
25379,left_hand,0.9995836615562439,0.0004162971454206854,ExponentialSmoothing,0.987829733660805,0.012170243216474084,0.85,0.75
25404,left_hand,0.9995384216308594,0.0004616150981746614,ExponentialSmoothing,0.9895860368563132,0.010413948998729172,0.85,0.75
25454,left_hand,0.9989851117134094,0.0010148624423891306,ExponentialSmoothing,0.9909958980848776,0.009004086015278166,0.85,0.75
25479,left_hand,0.9986476302146912,0.0013524005189538002,ExponentialSmoothing,0.9921436579043497,0.00785633319082951,0.85,0.75
25529,left_hand,0.9961085915565491,0.0038914592005312443,ExponentialSmoothing,0.9927383979521796,0.00726160209228477,0.85,0.75
25554,left_hand,0.9961603879928589,0.003839610144495964,ExponentialSmoothing,0.9932516964582814,0.006748303300116449,0.85,0.75
25604,left_hand,0.9958364963531494,0.004163550678640604,ExponentialSmoothing,0.9936394164425115,0.0063605904068950725,0.85,0.75
25629,left_hand,0.9959548711776733,0.004045146983116865,ExponentialSmoothing,0.9939867346527858,0.006013273893328341,0.85,0.75
25679,left_hand,0.9908374547958374,0.009162559174001217,ExponentialSmoothing,0.9935143426742434,0.0064856666854292725,0.85,0.75
25704,left_hand,0.9928582906723022,0.007141734007745981,ExponentialSmoothing,0.9934159348739522,0.006584076783776779,0.85,0.75
25729,left_hand,1.0,4.781809063297837e-12,ExponentialSmoothing,0.9944035446428594,0.005596465266927534,0.85,0.75
25779,left_hand,1.0,2.537260647403307e-35,ExponentialSmoothing,0.9952430129464305,0.004756995476888404,0.85,0.75
25829,left_hand,1.0,0.0,ExponentialSmoothing,0.995956561004466,0.004043446155355143,0.85,0.75
25854,left_hand,1.0,0.0,ExponentialSmoothing,0.9965630768537961,0.0034369292320518712,0.85,0.75
25904,left_hand,1.0,0.0,ExponentialSmoothing,0.9970786153257267,0.0029213898472440904,0.85,0.75
25979,left_hand,1.0,0.0,ExponentialSmoothing,0.9975168230268677,0.002483181370157477,0.85,0.75
26004,left_hand,1.0,0.0,ExponentialSmoothing,0.9978892995728376,0.0021107041646338553,0.85,0.75
26054,left_hand,1.0,0.0,ExponentialSmoothing,0.998205904636912,0.001794098539938777,0.85,0.75
26079,left_hand,1.0,0.0,ExponentialSmoothing,0.9984750189413751,0.0015249837589479604,0.85,0.75
26104,left_hand,1.0,0.0,ExponentialSmoothing,0.9987037661001689,0.0012962361951057663,0.85,0.75
26154,left_hand,1.0,0.0,ExponentialSmoothing,0.9988982011851435,0.0011018007658399013,0.85,0.75
26179,left_hand,1.0,0.0,ExponentialSmoothing,0.999063471007372,0.000936530650963916,0.85,0.75
26229,left_hand,1.0,0.0,ExponentialSmoothing,0.9992039503562662,0.0007960510533193285,0.85,0.75
26279,left_hand,1.0,0.0,ExponentialSmoothing,0.9993233578028262,0.0006766433953214292,0.85,0.75
26304,left_hand,1.0,0.0,ExponentialSmoothing,0.9994248541324023,0.0005751468860232149,0.85,0.75
26354,left_hand,1.0,0.0,ExponentialSmoothing,0.999511126012542,0.0004888748531197327,0.85,0.75
26379,left_hand,1.0,0.0,ExponentialSmoothing,0.9995844571106607,0.00041554362515177273,0.85,0.75
26429,left_hand,1.0,0.0,ExponentialSmoothing,0.9996467885440616,0.0003532120813790068,0.85,0.75
26454,left_hand,1.0,0.0,ExponentialSmoothing,0.9996997702624524,0.0003002302691721558,0.85,0.75
26504,left_hand,1.0,0.0,ExponentialSmoothing,0.9997448047230846,0.0002551957287963324,0.85,0.75
26529,left_hand,1.0,0.0,ExponentialSmoothing,0.9997830840146219,0.00021691636947688254,0.85,0.75
